Order_ID,Customer_ID,Order_Date,Order_Status,Sales_Channel,Payment_Method,Shipping_City,Shipping_State,Total_Order_Value
ORD0017126,CUST003009,2025-10-17,Cancelled,Mobile App,Debit Card,Delhi,Delhi,706.57
ORD0017127,CUST003116,2025-10-17,Delivered,Mobile App,Net Banking,Kolkata,West Bengal,571.24
ORD0017128,CUST001231,2025-10-17,Returned,Mobile App,Net Banking,Ahmedabad,Gujarat,2111.43
ORD0017129,CUST000394,2025-10-17,Delivered,Mobile App,UPI,Coimbatore,Tamil Nadu,4537.53
ORD0017130,CUST002687,2025-10-17,Delivered,Store,UPI,Kolkata,West Bengal,1669.06
ORD0017131,CUST002919,2025-10-17,Delivered,Store,Cash on Delivery,Pune,Maharashtra,877.77
ORD0017132,CUST000755,2025-10-17,Delivered,Online,Debit Card,Pune,Maharashtra,583.64
ORD0017133,CUST002115,2025-10-17,Delivered,Store,Credit Card,Nagpur,Maharashtra,388.54
ORD0017134,CUST003343,2025-10-17,Delivered,Online,UPI,Mumbai,Maharashtra,554.92
ORD0017135,CUST003881,2025-10-17,Delivered,Online,UPI,Jaipur,Rajasthan,519.87
ORD0017136,CUST004716,2025-10-17,Delivered,Mobile App,Cash on Delivery,Delhi,Delhi,1152.78
ORD0017137,CUST004391,2025-10-17,Cancelled,Online,Credit Card,Vadodara,Gujarat,1822.28
ORD0017138,CUST000901,2025-10-17,Delivered,Mobile App,Credit Card,Delhi,Delhi,1350.75
ORD0017139,CUST003593,2025-10-17,Cancelled,Store,Cash on Delivery,Kochi,Kerala,265.24
ORD0017140,CUST002132,2025-10-17,Delivered,Online,UPI,Madurai,Tamil Nadu,1718.57
ORD0017141,CUST003891,2025-10-17,Delivered,Mobile App,Credit Card,Delhi,Delhi,271.0
ORD0017142,CUST000791,2025-10-17,Delivered,Store,UPI,Pune,Maharashtra,434.26
ORD0017143,CUST002615,2025-10-17,Returned,Store,Credit Card,Amritsar,Punjab,553.9
ORD0017144,CUST001420,2025-10-17,Cancelled,Mobile App,Debit Card,Bengaluru,Karnataka,1148.02
ORD0017145,CUST004384,2025-10-17,Cancelled,Online,Net Banking,Chennai,Tamil Nadu,1870.29
ORD0017146,CUST003738,2025-10-17,Delivered,Mobile App,Debit Card,Ahmedabad,Gujarat,385.76
ORD0017147,CUST003791,2025-10-17,Delivered,Online,Debit Card,Ahmedabad,Gujarat,667.66
ORD0017148,CUST000897,2025-10-17,Delivered,Mobile App,Credit Card,Surat,Gujarat,334.61
ORD0017149,CUST000227,2025-10-17,Delivered,Mobile App,Net Banking,Chandigarh,Chandigarh,798.66
ORD0017150,CUST004629,2025-10-17,Returned,Store,Net Banking,Thiruvananthapuram,Kerala,1947.37
ORD0017151,CUST001021,2025-10-17,Delivered,Store,Debit Card,Bengaluru,Karnataka,530.81
ORD0017152,CUST001892,2025-10-17,Delivered,Online,UPI,Udaipur,Rajasthan,4069.46
ORD0017153,CUST001040,2025-10-17,Delivered,Online,Net Banking,Indore,Madhya Pradesh,1190.48
ORD0017154,CUST004896,2025-10-17,Delivered,Online,UPI,Pune,Maharashtra,1515.09
ORD0017155,CUST004964,2025-10-17,Delivered,Online,Cash on Delivery,Hyderabad,Telangana,300.98
ORD0017156,CUST003247,2025-10-17,Delivered,Mobile App,Debit Card,,Maharashtra,1329.63
ORD0017157,CUST004325,2025-10-17,Delivered,Online,UPI,Surat,Gujarat,603.29
ORD0017158,CUST000764,2025-10-18,Delivered,Store,Debit Card,Mumbai,Maharashtra,2095.0
ORD0017159,CUST004979,2025-10-18,Delivered,Online,Cash on Delivery,Madurai,Tamil Nadu,1550.37
ORD0017160,CUST001201,2025-10-18,Returned,Mobile App,Debit Card,Pune,Maharashtra,1409.76
ORD0017161,CUST002659,2025-10-18,Cancelled,Mobile App,Debit Card,Chandigarh,Chandigarh,4044.55
ORD0017162,CUST002192,2025-10-18,Delivered,Online,UPI,Delhi,Delhi,748.06
ORD0017163,CUST002170,2025-10-18,Delivered,Store,Net Banking,Udaipur,Rajasthan,2403.81
ORD0017164,CUST002043,2025-10-18,Delivered,Mobile App,Net Banking,Guwahati,Assam,423.49
ORD0017165,CUST002327,2025-10-18,Delivered,Store,Net Banking,Hyderabad,Telangana,1127.57
ORD0017166,CUST003429,2025-10-18,Delivered,Store,UPI,Kochi,Kerala,962.12
ORD0017167,CUST000585,2025-10-18,Delivered,Online,Debit Card,Ahmedabad,Gujarat,1485.53
ORD0017168,CUST002279,2025-10-18,Cancelled,Online,Debit Card,Udaipur,Rajasthan,1303.4
ORD0017169,CUST001776,2025-10-18,Returned,Online,UPI,Pune,Maharashtra,481.57
ORD0017170,CUST001405,2025-10-18,Delivered,Online,Debit Card,Hyderabad,Telangana,4826.55
ORD0017171,CUST003992,2025-10-18,Delivered,Mobile App,UPI,Jaipur,Rajasthan,946.12
ORD0017172,CUST003108,2025-10-18,Delivered,Online,Cash on Delivery,Delhi,Delhi,1665.19
ORD0017173,CUST004553,2025-10-18,Delivered,Online,Credit Card,Indore,Madhya Pradesh,422.3
ORD0017174,CUST004113,2025-10-18,Delivered,Mobile App,Cash on Delivery,Chennai,Tamil Nadu,1330.95
ORD0017175,CUST002412,2025-10-18,Returned,Mobile App,Net Banking,Ahmedabad,Gujarat,1951.54
ORD0017176,CUST003120,2025-10-18,Delivered,Mobile App,UPI,Delhi,Delhi,238.51
ORD0017177,CUST002680,2025-10-18,Delivered,Store,Debit Card,Bengaluru,Karnataka,1084.54
ORD0017178,CUST002869,2025-10-18,Delivered,Mobile App,Net Banking,Hyderabad,Telangana,667.49
ORD0017179,CUST003919,2025-10-18,Delivered,Mobile App,Debit Card,Warangal,Telangana,495.59
ORD0017180,CUST002869,2025-10-18,Cancelled,Mobile App,UPI,Hyderabad,Telangana,1283.82
ORD0017181,CUST002289,2025-10-18,Delivered,Online,Cash on Delivery,Bhubaneswar,Odisha,3791.19
ORD0017182,CUST003919,2025-10-18,Delivered,Mobile App,Net Banking,Warangal,Telangana,1513.25
ORD0017183,CUST003199,2025-10-18,Returned,Online,Net Banking,Mumbai,Maharashtra,1505.55
ORD0017184,CUST002192,2025-10-18,Cancelled,Online,UPI,Delhi,Delhi,416.27
ORD0017185,CUST001682,2025-10-18,Delivered,Online,Cash on Delivery,Indore,Madhya Pradesh,1621.13
ORD0017186,CUST002575,2025-10-18,Delivered,Mobile App,UPI,Chennai,Tamil Nadu,1900.53
ORD0017187,CUST004782,2025-10-18,Delivered,Online,UPI,Lucknow,Uttar Pradesh,410.89
ORD0017188,CUST004995,2025-10-18,Delivered,Online,UPI,Hyderabad,Telangana,424.29
ORD0017189,CUST001040,2025-10-18,Delivered,Store,Credit Card,Lucknow,Uttar Pradesh,416.05
ORD0017190,CUST002505,2025-10-18,Delivered,Online,Net Banking,Guwahati,Assam,512.51
ORD0017191,CUST004137,2025-10-18,Delivered,Mobile App,Debit Card,Delhi,Delhi,1331.88
ORD0017192,CUST003647,2025-10-18,Delivered,Mobile App,Net Banking,Chandigarh,Chandigarh,587.42
ORD0017193,CUST002304,2025-10-18,Delivered,Online,Cash on Delivery,Varanasi,Uttar Pradesh,1157.67
ORD0017194,CUST004946,2025-10-18,Delivered,Mobile App,UPI,Ahmedabad,Gujarat,1635.46
ORD0017195,CUST001502,2025-10-18,Delivered,Store,UPI,,Maharashtra,470.72
ORD0017196,CUST003028,2025-10-18,Delivered,Online,UPI,Ahmedabad,Gujarat,2785.57
ORD0017197,CUST000409,2025-10-18,Delivered,Mobile App,Debit Card,Delhi,Delhi,668.27
ORD0017198,CUST001539,2025-10-18,Delivered,Store,UPI,Surat,Gujarat,182.59
ORD0017199,CUST002690,2025-10-18,Delivered,Mobile App,Debit Card,Ahmedabad,Gujarat,2538.32
ORD0017200,CUST002940,2025-10-18,Delivered,Mobile App,UPI,Chennai,Tamil Nadu,1082.96
ORD0017201,CUST002289,2025-10-18,Delivered,Online,Credit Card,Bhubaneswar,Odisha,1697.35
ORD0017202,CUST001766,2025-10-18,Pending,Mobile App,Credit Card,Kolkata,West Bengal,718.46
ORD0017203,CUST001404,2025-10-18,Returned,Store,UPI,Bengaluru,Karnataka,633.84
ORD0017204,CUST003509,2025-10-18,Delivered,Online,Debit Card,Ahmedabad,Gujarat,591.2
ORD0017205,CUST002315,2025-10-18,Delivered,Online,UPI,Bengaluru,Karnataka,2284.3
ORD0017206,CUST002264,2025-10-18,Cancelled,Mobile App,Debit Card,,Maharashtra,420.02
ORD0017207,CUST002862,2025-10-18,Delivered,Mobile App,Cash on Delivery,Bengaluru,Karnataka,485.2
ORD0017208,CUST002621,2025-10-18,Delivered,Store,Debit Card,Bengaluru,Karnataka,958.97
ORD0017209,CUST003718,2025-10-18,Delivered,Online,Cash on Delivery,Hyderabad,Telangana,1971.49
ORD0017210,CUST004378,2025-10-18,Cancelled,Online,Net Banking,Chennai,Tamil Nadu,802.64
ORD0017211,CUST000239,2025-10-18,Delivered,Online,Credit Card,Pune,Maharashtra,881.4
ORD0017212,CUST004088,2025-10-18,Delivered,Store,UPI,Madurai,Tamil Nadu,2893.33
ORD0017213,CUST002502,2025-10-18,Delivered,Store,Debit Card,Hyderabad,Telangana,829.31
ORD0017214,CUST004945,2025-10-18,Delivered,Online,Debit Card,Bengaluru,Karnataka,689.68
ORD0017215,CUST002203,2025-10-19,Delivered,Online,Cash on Delivery,Bengaluru,Karnataka,1627.09
ORD0017216,CUST003034,2025-10-19,Delivered,Online,Credit Card,Bengaluru,Karnataka,826.29
ORD0017217,CUST001841,2025-10-19,Delivered,Online,Credit Card,Bengaluru,Karnataka,1083.32
ORD0017218,CUST003298,2025-10-19,Cancelled,Mobile App,Debit Card,Chennai,Tamil Nadu,2189.95
ORD0017219,CUST001137,2025-10-19,Delivered,Online,Credit Card,Chennai,Tamil Nadu,424.44
ORD0017220,CUST001808,2025-10-19,Delivered,Online,UPI,Guwahati,Assam,501.6
ORD0017221,CUST004701,2025-10-19,Cancelled,Mobile App,UPI,Chennai,Tamil Nadu,765.61
ORD0017222,CUST000018,2025-10-19,Delivered,Store,Debit Card,Bhubaneswar,Odisha,2518.62
ORD0017223,CUST000220,2025-10-19,Returned,Online,UPI,Bengaluru,Karnataka,1161.67
ORD0017224,CUST002903,2025-10-19,Delivered,Online,Net Banking,Kochi,Kerala,728.7
ORD0017225,CUST004408,2025-10-19,Delivered,Online,UPI,Bhubaneswar,Odisha,1539.78
ORD0017226,CUST004855,2025-10-19,Delivered,Online,Debit Card,Bengaluru,Karnataka,1744.52
ORD0017227,CUST003264,2025-10-19,Delivered,Mobile App,UPI,Ahmedabad,Gujarat,849.82
ORD0017228,CUST002353,2025-10-19,Delivered,Mobile App,Credit Card,Chennai,Tamil Nadu,1687.0
ORD0017229,CUST003248,2025-10-19,Delivered,Mobile App,Credit Card,Chennai,Tamil Nadu,1229.83
ORD0017230,CUST001747,2025-10-19,Pending,Online,Cash on Delivery,Ahmedabad,Gujarat,892.97
ORD0017231,CUST003900,2025-10-19,Pending,Online,Debit Card,Mumbai,Maharashtra,584.8
ORD0017232,CUST004336,2025-10-19,Delivered,Store,UPI,Hyderabad,Telangana,1239.45
ORD0017233,CUST002503,2025-10-19,Delivered,Store,UPI,Guwahati,Assam,882.18
ORD0017234,CUST004206,2025-10-19,Delivered,Store,Debit Card,Mumbai,Maharashtra,218.95
ORD0017235,CUST002800,2025-10-19,Delivered,Online,Cash on Delivery,Kolkata,West Bengal,408.06
ORD0017236,CUST001617,2025-10-19,Delivered,Store,Debit Card,Mumbai,Maharashtra,1129.81
ORD0017237,CUST003688,2025-10-19,Pending,Store,Net Banking,Ahmedabad,Gujarat,2360.4
ORD0017238,CUST003199,2025-10-19,Delivered,Online,Net Banking,,Maharashtra,558.24
ORD0017239,CUST001578,2025-10-19,Delivered,Mobile App,Net Banking,Kochi,Kerala,954.28
ORD0017240,CUST003453,2025-10-19,Delivered,Mobile App,Credit Card,Patna,Bihar,435.39
ORD0017241,CUST003221,2025-10-19,Delivered,Mobile App,Credit Card,Ahmedabad,Gujarat,1333.79
ORD0017242,CUST003583,2025-10-19,Delivered,Online,UPI,Bhopal,Madhya Pradesh,7104.31
ORD0017243,CUST004926,2025-10-19,Delivered,Online,UPI,Hyderabad,Telangana,760.16
ORD0017244,CUST001641,2025-10-19,Cancelled,Mobile App,Net Banking,Madurai,Tamil Nadu,249.04
ORD0017245,CUST003346,2025-10-19,Delivered,Online,UPI,New Delhi,Delhi,647.25
ORD0017246,CUST003189,2025-10-19,Returned,Mobile App,Debit Card,Surat,Gujarat,802.84
ORD0017247,CUST001502,2025-10-19,Delivered,Mobile App,Cash on Delivery,Hyderabad,Telangana,506.93
ORD0017248,CUST002752,2025-10-19,Delivered,Online,Cash on Delivery,Patna,Bihar,1016.95
ORD0017249,CUST000861,2025-10-19,Delivered,Online,Credit Card,Pune,Maharashtra,2282.69
ORD0017250,CUST001701,2025-10-19,Delivered,Online,Net Banking,Chennai,Tamil Nadu,371.5
ORD0017251,CUST003800,2025-10-19,Delivered,Mobile App,UPI,Mumbai,Maharashtra,1843.44
ORD0017252,CUST001732,2025-10-19,Delivered,Store,Net Banking,Ahmedabad,Gujarat,622.74
ORD0017253,CUST002863,2025-10-19,Delivered,Store,Debit Card,Jodhpur,Rajasthan,1046.71
ORD0017254,CUST001939,2025-10-19,Delivered,Store,UPI,Ahmedabad,Gujarat,1645.2
ORD0017255,CUST004301,2025-10-19,Cancelled,Mobile App,Credit Card,,Maharashtra,950.01
ORD0017256,CUST002906,2025-10-19,Returned,Store,Credit Card,Ludhiana,Punjab,1396.52
ORD0017257,CUST000282,2025-10-19,Delivered,Online,Net Banking,Bengaluru,Karnataka,496.6
ORD0017258,CUST001019,2025-10-19,Delivered,Mobile App,Credit Card,Bengaluru,Karnataka,923.23
ORD0017259,CUST002563,2025-10-19,Delivered,Store,Net Banking,,Maharashtra,493.65
ORD0017260,CUST003365,2025-10-19,Delivered,Online,Debit Card,Ahmedabad,Gujarat,776.64
ORD0017261,CUST003401,2025-10-19,Delivered,Online,UPI,Varanasi,Uttar Pradesh,150.0
ORD0017262,CUST001522,2025-10-19,Delivered,Online,Cash on Delivery,Ahmedabad,Gujarat,1621.13
ORD0017263,CUST001971,2025-10-19,Delivered,Online,Debit Card,Chennai,Tamil Nadu,1568.63
ORD0017264,CUST001029,2025-10-19,Delivered,Online,Net Banking,Jodhpur,Rajasthan,2295.54
ORD0017265,CUST000094,2025-10-19,Cancelled,Online,UPI,Kolkata,West Bengal,2622.06
ORD0017266,CUST000920,2025-10-19,Cancelled,Mobile App,Credit Card,Udaipur,Rajasthan,924.41
ORD0017267,CUST004890,2025-10-19,Delivered,Mobile App,UPI,Guwahati,Assam,421.05
ORD0017268,CUST002370,2025-10-19,Delivered,Store,Credit Card,Hyderabad,Telangana,778.42
ORD0017269,CUST003517,2025-10-19,Delivered,Online,Credit Card,Mumbai,Maharashtra,1517.02
ORD0017270,CUST004294,2025-10-19,Delivered,Mobile App,Debit Card,Guwahati,Assam,723.15
ORD0017271,CUST003537,2025-10-19,Delivered,Store,UPI,Hyderabad,Telangana,659.96
ORD0017272,CUST003193,2025-10-19,Delivered,Mobile App,Net Banking,Howrah,West Bengal,1483.98
ORD0017273,CUST003050,2025-10-19,Delivered,Store,Credit Card,Indore,Madhya Pradesh,797.58
ORD0017274,CUST002814,2025-10-19,Delivered,Mobile App,UPI,Kochi,Kerala,855.5
ORD0017275,CUST001682,2025-10-19,Delivered,Online,Net Banking,Indore,Madhya Pradesh,2298.97
ORD0017276,CUST001985,2025-10-19,Delivered,Online,UPI,Delhi,Delhi,2143.64
ORD0017277,CUST003306,2025-10-20,Delivered,Online,Credit Card,Patna,Bihar,1351.8
ORD0017278,CUST001285,2025-10-20,Delivered,Online,UPI,Mumbai,Maharashtra,1939.34
ORD0017279,CUST000719,2025-10-20,Delivered,Store,UPI,Chennai,Tamil Nadu,2315.92
ORD0017280,CUST002738,2025-10-20,Delivered,Online,UPI,Chennai,Tamil Nadu,888.07
ORD0017281,CUST001500,2025-10-20,Delivered,Online,Debit Card,Delhi,Delhi,1054.4
ORD0017282,CUST003380,2025-10-20,Delivered,Online,Debit Card,Chennai,Tamil Nadu,1881.43
ORD0017283,CUST002068,2025-10-20,Returned,Mobile App,Credit Card,Kolkata,West Bengal,1769.05
ORD0017284,CUST004599,2025-10-20,Delivered,Store,UPI,Mumbai,Maharashtra,862.16
ORD0017285,CUST000833,2025-10-20,Delivered,Online,Debit Card,Varanasi,Uttar Pradesh,1326.64
ORD0017286,CUST000700,2025-10-20,Delivered,Store,Credit Card,Varanasi,Uttar Pradesh,2021.67
ORD0017287,CUST001674,2025-10-20,Pending,Mobile App,UPI,Delhi,Delhi,746.67
ORD0017288,CUST003565,2025-10-20,Delivered,Online,Net Banking,Delhi,Delhi,682.1
ORD0017289,CUST002159,2025-10-20,Delivered,Store,Debit Card,Chennai,Tamil Nadu,959.79
ORD0017290,CUST000575,2025-10-20,Cancelled,Store,Net Banking,Guwahati,Assam,1001.45
ORD0017291,CUST003338,2025-10-20,Delivered,Store,UPI,Kolkata,West Bengal,728.43
ORD0017292,CUST002888,2025-10-20,Delivered,Mobile App,Debit Card,Bhubaneswar,Odisha,484.81
ORD0017293,CUST001981,2025-10-20,Delivered,Online,Credit Card,Chandigarh,Chandigarh,504.06
ORD0017294,CUST001674,2025-10-20,Delivered,Online,Credit Card,Delhi,Delhi,847.23
ORD0017295,CUST004701,2025-10-20,Delivered,Online,Net Banking,Chennai,Tamil Nadu,1745.03
ORD0017296,CUST002913,2025-10-20,Delivered,Online,UPI,Guwahati,Assam,1250.85
ORD0017297,CUST000700,2025-10-20,Delivered,Store,Credit Card,Varanasi,Uttar Pradesh,1126.68
ORD0017298,CUST000321,2025-10-20,Delivered,Mobile App,Debit Card,Kolkata,West Bengal,1004.52
ORD0017299,CUST000254,2025-10-20,Pending,Store,Credit Card,Hyderabad,Telangana,4408.12
ORD0017300,CUST004690,2025-10-20,Delivered,Online,Net Banking,Kanpur,Uttar Pradesh,563.43
ORD0017301,CUST003246,2025-10-20,Delivered,Mobile App,UPI,Chennai,Tamil Nadu,218.59
ORD0017302,CUST001061,2025-10-20,Pending,Online,Debit Card,Hyderabad,Telangana,465.23
ORD0017303,CUST001555,2025-10-20,Delivered,Store,Cash on Delivery,Hyderabad,Telangana,3568.67
ORD0017304,CUST001234,2025-10-20,Delivered,Mobile App,Debit Card,Udaipur,Rajasthan,847.87
ORD0017305,CUST001941,2025-10-20,Pending,Online,Cash on Delivery,Pune,Maharashtra,796.16
ORD0017306,CUST002172,2025-10-20,Delivered,Store,Credit Card,Madurai,Tamil Nadu,1873.89
ORD0017307,CUST001836,2025-10-20,Delivered,Store,UPI,Thiruvananthapuram,Kerala,935.31
ORD0017308,CUST002602,2025-10-20,Delivered,Mobile App,UPI,Patna,Bihar,897.34
ORD0017309,CUST004006,2025-10-20,Delivered,Online,UPI,Bengaluru,Karnataka,1084.72
ORD0017310,CUST004625,2025-10-20,Pending,Mobile App,Credit Card,Chandigarh,Chandigarh,758.68
ORD0017311,CUST004902,2025-10-20,Delivered,Store,Credit Card,Mumbai,Maharashtra,1750.86
ORD0017312,CUST004347,2025-10-20,Delivered,Online,UPI,Chennai,Tamil Nadu,490.61
ORD0017313,CUST002530,2025-10-20,Delivered,Store,UPI,Delhi,Delhi,3394.36
ORD0017314,CUST004469,2025-10-20,Delivered,Store,Cash on Delivery,Coimbatore,Tamil Nadu,1471.41
ORD0017315,CUST003209,2025-10-20,Cancelled,Mobile App,Debit Card,Ludhiana,Punjab,1533.91
ORD0017316,CUST000519,2025-10-20,Delivered,Store,Debit Card,Ahmedabad,Gujarat,1081.34
ORD0017317,CUST003853,2025-10-20,Delivered,Mobile App,Debit Card,Ahmedabad,Gujarat,779.63
ORD0017318,CUST000422,2025-10-20,Delivered,Online,UPI,Patna,Bihar,1776.51
ORD0017319,CUST001116,2025-10-20,Delivered,Store,UPI,Nagpur,Maharashtra,603.73
ORD0017320,CUST000206,2025-10-20,Delivered,Online,Debit Card,Chennai,Tamil Nadu,696.89
ORD0017321,CUST002663,2025-10-20,Delivered,Online,Debit Card,Hyderabad,Telangana,963.81
ORD0017322,CUST000752,2025-10-20,Cancelled,Online,UPI,New Delhi,Delhi,261.05
ORD0017323,CUST001683,2025-10-21,Cancelled,Mobile App,UPI,Bengaluru,Karnataka,780.51
ORD0017324,CUST003925,2025-10-21,Delivered,Online,UPI,Varanasi,Uttar Pradesh,849.9
ORD0017325,CUST003223,2025-10-21,Delivered,Store,Debit Card,Vadodara,Gujarat,1439.54
ORD0017326,CUST000797,2025-10-21,Delivered,Online,UPI,Kolkata,West Bengal,698.34
ORD0017327,CUST002174,2025-10-21,Cancelled,Online,UPI,Hyderabad,Telangana,1971.14
ORD0017328,CUST004062,2025-10-21,Delivered,Online,Net Banking,Hyderabad,Telangana,457.07
ORD0017329,CUST002870,2025-10-21,Delivered,Store,UPI,Jaipur,Rajasthan,1394.13
ORD0017330,CUST004234,2025-10-21,Cancelled,Online,UPI,Pune,Maharashtra,2194.46
ORD0017331,CUST004781,2025-10-21,Delivered,Store,UPI,Jaipur,Rajasthan,368.38
ORD0017332,CUST000522,2025-10-21,Delivered,Store,Debit Card,Mumbai,Maharashtra,614.2
ORD0017333,CUST001677,2025-10-21,Delivered,Online,Credit Card,Kanpur,Uttar Pradesh,2466.8
ORD0017334,CUST000880,2025-10-21,Cancelled,Online,UPI,Hyderabad,Telangana,2285.59
ORD0017335,CUST003340,2025-10-21,Delivered,Online,Debit Card,Hyderabad,Telangana,336.51
ORD0017336,CUST002993,2025-10-21,Delivered,Store,Credit Card,Mumbai,Maharashtra,704.61
ORD0017337,CUST000836,2025-10-21,Delivered,Store,UPI,Delhi,Delhi,321.91
ORD0017338,CUST003501,2025-10-21,Delivered,Store,Cash on Delivery,Chennai,Tamil Nadu,2403.76
ORD0017339,CUST003741,2025-10-21,Delivered,Mobile App,UPI,Nagpur,Maharashtra,150.0
ORD0017340,CUST002105,2025-10-21,Delivered,Mobile App,Debit Card,Hyderabad,Telangana,1203.64
ORD0017341,CUST002108,2025-10-21,Delivered,Online,Debit Card,Delhi,Delhi,811.37
ORD0017342,CUST002549,2025-10-21,Delivered,Mobile App,Cash on Delivery,Varanasi,Uttar Pradesh,540.37
ORD0017343,CUST004627,2025-10-21,Delivered,Online,UPI,Guwahati,Assam,2329.34
ORD0017344,CUST004076,2025-10-21,Delivered,Store,Credit Card,Guwahati,Assam,389.41
ORD0017345,CUST002862,2025-10-21,Delivered,Online,Debit Card,Coimbatore,Tamil Nadu,2032.72
ORD0017346,CUST004609,2025-10-21,Delivered,Mobile App,UPI,Surat,Gujarat,1166.9
ORD0017347,CUST004590,2025-10-21,Delivered,Online,UPI,Indore,Madhya Pradesh,1177.63
ORD0017348,CUST002465,2025-10-21,Delivered,Online,Cash on Delivery,Chennai,Tamil Nadu,1476.6
ORD0017349,CUST001255,2025-10-21,Returned,Online,Debit Card,Bengaluru,Karnataka,912.35
ORD0017350,CUST002636,2025-10-21,Delivered,Store,Credit Card,New Delhi,Delhi,484.54
ORD0017351,CUST001219,2025-10-21,Delivered,Online,Credit Card,Kochi,Kerala,1263.51
ORD0017352,CUST004661,2025-10-21,Delivered,Online,UPI,Kanpur,Uttar Pradesh,1855.17
ORD0017353,CUST003338,2025-10-21,Delivered,Store,Net Banking,Ahmedabad,Gujarat,3231.44
ORD0017354,CUST003899,2025-10-21,Delivered,Online,Credit Card,Bengaluru,Karnataka,946.22
ORD0017355,CUST003451,2025-10-21,Delivered,Online,Credit Card,Hyderabad,Telangana,2537.73
ORD0017356,CUST004211,2025-10-21,Delivered,Online,Net Banking,Jodhpur,Rajasthan,390.14
ORD0017357,CUST004288,2025-10-21,Delivered,Mobile App,UPI,Ahmedabad,Gujarat,1058.5
ORD0017358,CUST002572,2025-10-21,Delivered,Mobile App,Cash on Delivery,Udaipur,Rajasthan,344.25
ORD0017359,CUST003458,2025-10-21,Delivered,Store,Net Banking,Mumbai,Maharashtra,5442.82
ORD0017360,CUST004287,2025-10-21,Delivered,Online,UPI,New Delhi,Delhi,472.92
ORD0017361,CUST001706,2025-10-21,Delivered,Mobile App,UPI,Indore,Madhya Pradesh,14430.42
ORD0017362,CUST004913,2025-10-21,Returned,Store,Cash on Delivery,Delhi,Delhi,3251.63
ORD0017363,CUST003915,2025-10-21,Delivered,Store,Cash on Delivery,Varanasi,Uttar Pradesh,369.28
ORD0017364,CUST004234,2025-10-21,Returned,Online,Net Banking,Bengaluru,Karnataka,2120.52
ORD0017365,CUST003912,2025-10-21,Delivered,Mobile App,UPI,Delhi,Delhi,1289.79
ORD0017366,CUST002249,2025-10-21,Delivered,Mobile App,UPI,Jaipur,Rajasthan,4853.34
ORD0017367,CUST004878,2025-10-21,Delivered,Online,Cash on Delivery,Lucknow,Uttar Pradesh,927.56
ORD0017368,CUST001227,2025-10-21,Returned,Online,Cash on Delivery,Madurai,Tamil Nadu,1857.27
ORD0017369,CUST003221,2025-10-21,Delivered,Mobile App,Debit Card,Ahmedabad,Gujarat,1337.92
ORD0017370,CUST002169,2025-10-21,Delivered,Online,UPI,Kolkata,West Bengal,560.3
ORD0017371,CUST004680,2025-10-21,Delivered,Store,Debit Card,Bengaluru,Karnataka,660.93
ORD0017372,CUST002989,2025-10-21,Delivered,Store,Debit Card,Delhi,Delhi,390.26
ORD0017373,CUST003647,2025-10-21,Delivered,Online,Net Banking,Chandigarh,Chandigarh,1438.61
ORD0017374,CUST004537,2025-10-21,Delivered,Store,UPI,Mumbai,Maharashtra,1768.99
ORD0017375,CUST004840,2025-10-21,Delivered,Mobile App,Net Banking,Surat,Gujarat,732.53
ORD0017376,CUST001608,2025-10-22,Delivered,Online,UPI,Kolkata,West Bengal,866.42
ORD0017377,CUST004548,2025-10-22,Delivered,Online,Credit Card,Mumbai,Maharashtra,1544.56
ORD0017378,CUST002797,2025-10-22,Delivered,Online,Cash on Delivery,Hyderabad,Telangana,2874.12
ORD0017379,CUST000617,2025-10-22,Delivered,Online,UPI,Howrah,West Bengal,889.07
ORD0017380,CUST000839,2025-10-22,Delivered,Online,Credit Card,Mumbai,Maharashtra,1120.4
ORD0017381,CUST004971,2025-10-22,Delivered,Store,UPI,Pune,Maharashtra,683.35
ORD0017382,CUST002471,2025-10-22,Delivered,Mobile App,Credit Card,Ludhiana,Punjab,1394.5
ORD0017383,CUST000902,2025-10-22,Delivered,Online,Net Banking,Hyderabad,Telangana,1652.97
ORD0017384,CUST001006,2025-10-22,Delivered,Online,Cash on Delivery,Ahmedabad,Gujarat,673.97
ORD0017385,CUST002560,2025-10-22,Delivered,Online,Debit Card,Bhubaneswar,Odisha,1640.82
ORD0017386,CUST002951,2025-10-22,Delivered,Online,Net Banking,Howrah,West Bengal,231.73
ORD0017387,CUST003633,2025-10-22,Delivered,Online,Debit Card,Kolkata,West Bengal,1163.52
ORD0017388,CUST002057,2025-10-22,Delivered,Mobile App,Debit Card,Delhi,Delhi,1178.21
ORD0017389,CUST004093,2025-10-22,Delivered,Store,UPI,Guwahati,Assam,237.4
ORD0017390,CUST001755,2025-10-22,Delivered,Online,Net Banking,Amritsar,Punjab,270.8
ORD0017391,CUST002213,2025-10-22,Delivered,Mobile App,Net Banking,Vadodara,Gujarat,1012.46
ORD0017392,CUST002764,2025-10-22,Delivered,Store,Net Banking,,Maharashtra,1003.02
ORD0017393,CUST002249,2025-10-22,Returned,Online,UPI,Jaipur,Rajasthan,1477.81
ORD0017394,CUST003785,2025-10-22,Delivered,Mobile App,Debit Card,Ahmedabad,Gujarat,1964.3
ORD0017395,CUST003702,2025-10-22,Delivered,Online,UPI,Delhi,Delhi,561.86
