Order_ID,Customer_ID,Order_Date,Shipping_City,Total_Order_Value,Order_day,Order_Month,Order_Year,Order_Status_Delivered,Order_Status_Pending,Order_Status_Returned,Sales_Channel_Online,Sales_Channel_Store,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI,Shipping_State_Bihar,Shipping_State_Chandigarh,Shipping_State_Delhi,Shipping_State_Gujarat,Shipping_State_Karnataka,Shipping_State_Kerala,Shipping_State_Madhya Pradesh,Shipping_State_Maharashtra,Shipping_State_Odisha,Shipping_State_Punjab,Shipping_State_Rajasthan,Shipping_State_Tamil Nadu,Shipping_State_Telangana,Shipping_State_Uttar Pradesh,Shipping_State_West Bengal
ORD0014580,CUST001175,2025-08-15,Pune,1400.83,15,8,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014581,CUST004944,2025-08-15,Madurai,490.09,15,8,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014582,CUST004006,2025-08-15,Bengaluru,471.99,15,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014583,CUST003208,2025-08-16,Delhi,769.07,16,8,2025,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014584,CUST004454,2025-08-16,Bhopal,796.08,16,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD0014585,CUST002533,2025-08-16,Pune,2399.07,16,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014586,CUST000057,2025-08-16,Kolkata,1218.78,16,8,2025,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0014587,CUST004698,2025-08-16,Mumbai,769.6,16,8,2025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014588,CUST000269,2025-08-16,Delhi,639.96,16,8,2025,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014589,CUST004137,2025-08-16,Delhi,2286.12,16,8,2025,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014590,CUST004243,2025-08-16,Indore,858.58,16,8,2025,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD0014591,CUST002452,2025-08-16,Kochi,320.9,16,8,2025,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD0014592,CUST000686,2025-08-16,Bengaluru,1526.64,16,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014593,CUST003301,2025-08-16,Delhi,1013.13,16,8,2025,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014594,CUST003759,2025-08-16,Howrah,1049.52,16,8,2025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0014595,CUST003517,2025-08-16,Mumbai,1002.84,16,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014596,CUST003288,2025-08-16,Lucknow,597.34,16,8,2025,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD0014597,CUST003657,2025-08-16,Pune,1186.04,16,8,2025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014598,CUST002312,2025-08-16,Chennai,2276.42,16,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014599,CUST003072,2025-08-16,Bengaluru,2222.64,16,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014600,CUST003140,2025-08-16,Mumbai,654.71,16,8,2025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014601,CUST004721,2025-08-16,Bhubaneswar,1553.51,16,8,2025,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ORD0014602,CUST002580,2025-08-16,Chennai,1489.26,16,8,2025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014603,CUST000218,2025-08-16,Bhubaneswar,964.51,16,8,2025,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ORD0014604,CUST002203,2025-08-16,Bengaluru,668.31,16,8,2025,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014605,CUST001317,2025-08-16,Kolkata,525.68,16,8,2025,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0014606,CUST000628,2025-08-16,Ahmedabad,421.34,16,8,2025,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014607,CUST000428,2025-08-16,Coimbatore,1750.67,16,8,2025,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014608,CUST001362,2025-08-16,Jodhpur,1623.24,16,8,2025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0014609,CUST000117,2025-08-16,Mumbai,347.01,16,8,2025,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014610,CUST002618,2025-08-16,Ahmedabad,377.02,16,8,2025,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014611,CUST003666,2025-08-16,Delhi,518.52,16,8,2025,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014612,CUST001930,2025-08-16,Jodhpur,160.29,16,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0014613,CUST004111,2025-08-16,Coimbatore,2255.93,16,8,2025,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014614,CUST003355,2025-08-16,Mumbai,1460.53,16,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014615,CUST003209,2025-08-16,Ludhiana,1927.41,16,8,2025,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD0014616,CUST000839,2025-08-16,Mumbai,5919.37,16,8,2025,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014617,CUST001215,2025-08-16,Hyderabad,2625.18,16,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0014618,CUST003936,2025-08-16,Kanpur,1205.06,16,8,2025,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD0014619,CUST001518,2025-08-16,Chennai,1505.07,16,8,2025,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014620,CUST004427,2025-08-16,Chennai,1603.04,16,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014621,CUST004874,2025-08-16,Mumbai,729.35,16,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014622,CUST004383,2025-08-16,Lucknow,472.16,16,8,2025,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD0014623,CUST001679,2025-08-16,Delhi,707.88,16,8,2025,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014624,CUST001881,2025-08-16,Kolkata,521.92,16,8,2025,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0014625,CUST001838,2025-08-16,New Delhi,1073.97,16,8,2025,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014626,CUST000422,2025-08-16,Mumbai,1919.03,16,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014627,CUST003874,2025-08-16,Delhi,342.82,16,8,2025,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014628,CUST001376,2025-08-17,Surat,316.64,17,8,2025,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014629,CUST000918,2025-08-17,Bengaluru,2594.24,17,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014630,CUST002599,2025-08-17,Delhi,513.62,17,8,2025,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014631,CUST002287,2025-08-17,Warangal,614.79,17,8,2025,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0014632,CUST002499,2025-08-17,Madurai,1845.51,17,8,2025,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014633,CUST004930,2025-08-17,,885.94,17,8,2025,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014634,CUST001661,2025-08-17,Jaipur,2171.92,17,8,2025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0014635,CUST000416,2025-08-17,Kolkata,596.12,17,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0014636,CUST000886,2025-08-17,Coimbatore,367.23,17,8,2025,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014637,CUST004081,2025-08-17,Jodhpur,870.16,17,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0014638,CUST003080,2025-08-17,Hyderabad,585.01,17,8,2025,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0014639,CUST002687,2025-08-17,Kolkata,857.24,17,8,2025,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0014640,CUST000938,2025-08-17,Hyderabad,837.64,17,8,2025,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0014641,CUST001383,2025-08-17,Delhi,1182.79,17,8,2025,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014642,CUST004531,2025-08-17,Indore,2353.26,17,8,2025,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD0014643,CUST001399,2025-08-17,Ahmedabad,390.7,17,8,2025,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014644,CUST001708,2025-08-17,Mumbai,1561.69,17,8,2025,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014645,CUST004417,2025-08-17,Bengaluru,384.41,17,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014646,CUST000936,2025-08-17,Chandigarh,332.32,17,8,2025,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014647,CUST004550,2025-08-17,Mumbai,283.23,17,8,2025,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014648,CUST001410,2025-08-17,,422.85,17,8,2025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014649,CUST004468,2025-08-17,Bengaluru,1480.27,17,8,2025,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014650,CUST002465,2025-08-17,Chennai,322.58,17,8,2025,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014651,CUST001962,2025-08-17,Bhubaneswar,1134.42,17,8,2025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ORD0014652,CUST000192,2025-08-17,Ahmedabad,882.18,17,8,2025,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014653,CUST000744,2025-08-17,Kochi,530.21,17,8,2025,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD0014654,CUST001261,2025-08-17,Delhi,1329.88,17,8,2025,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014655,CUST001044,2025-08-17,Delhi,849.27,17,8,2025,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014656,CUST003872,2025-08-17,Ahmedabad,1623.06,17,8,2025,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014657,CUST003797,2025-08-17,Varanasi,573.84,17,8,2025,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD0014658,CUST002003,2025-08-17,Hyderabad,641.12,17,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0014659,CUST001956,2025-08-17,Chennai,635.83,17,8,2025,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014660,CUST002377,2025-08-17,Bhubaneswar,655.61,17,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ORD0014661,CUST004958,2025-08-17,,2006.67,17,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014662,CUST001186,2025-08-17,Kolkata,393.29,17,8,2025,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0014663,CUST004514,2025-08-17,Delhi,1286.82,17,8,2025,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014664,CUST003170,2025-08-17,Mumbai,3459.28,17,8,2025,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014665,CUST001206,2025-08-18,Udaipur,783.15,18,8,2025,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0014666,CUST000587,2025-08-18,Surat,691.94,18,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014667,CUST003223,2025-08-18,Vadodara,1761.02,18,8,2025,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014668,CUST004674,2025-08-18,Nagpur,976.58,18,8,2025,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014669,CUST004014,2025-08-18,Coimbatore,771.12,18,8,2025,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014670,CUST003185,2025-08-18,Patna,889.01,18,8,2025,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014671,CUST004076,2025-08-18,Surat,658.09,18,8,2025,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014672,CUST003100,2025-08-18,Udaipur,1212.85,18,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0014673,CUST002612,2025-08-18,Ahmedabad,1224.18,18,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014674,CUST002142,2025-08-18,Bengaluru,1703.29,18,8,2025,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014675,CUST004821,2025-08-18,Kolkata,1302.15,18,8,2025,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0014676,CUST001484,2025-08-18,Delhi,803.7,18,8,2025,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014677,CUST001604,2025-08-18,Indore,1167.7,18,8,2025,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD0014678,CUST004261,2025-08-18,Hyderabad,896.77,18,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0014679,CUST000918,2025-08-18,Bengaluru,2923.11,18,8,2025,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014680,CUST004850,2025-08-18,Nagpur,447.25,18,8,2025,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014681,CUST004272,2025-08-18,Pune,1440.08,18,8,2025,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014682,CUST002047,2025-08-18,Bhubaneswar,738.04,18,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ORD0014683,CUST002934,2025-08-18,Jaipur,2755.83,18,8,2025,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0014684,CUST001962,2025-08-18,Bhubaneswar,869.18,18,8,2025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ORD0014685,CUST000083,2025-08-18,Pune,1745.89,18,8,2025,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014686,CUST001834,2025-08-18,Patna,356.91,18,8,2025,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014687,CUST004837,2025-08-18,Pune,3405.03,18,8,2025,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014688,CUST003072,2025-08-18,Bengaluru,1519.02,18,8,2025,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014689,CUST002289,2025-08-18,Bhubaneswar,1321.26,18,8,2025,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ORD0014690,CUST003875,2025-08-18,Delhi,1213.46,18,8,2025,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014691,CUST001057,2025-08-18,Indore,1327.01,18,8,2025,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD0014692,CUST003325,2025-08-18,Amritsar,1852.19,18,8,2025,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD0014693,CUST004206,2025-08-18,Mumbai,791.42,18,8,2025,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014694,CUST004939,2025-08-18,Ahmedabad,742.15,18,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014695,CUST004493,2025-08-18,Kolkata,942.17,18,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0014696,CUST000851,2025-08-18,Hyderabad,4299.23,18,8,2025,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0014697,CUST003846,2025-08-18,Ahmedabad,840.74,18,8,2025,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014698,CUST004006,2025-08-18,Bengaluru,3360.51,18,8,2025,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014699,CUST003505,2025-08-18,Warangal,316.59,18,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0014700,CUST000297,2025-08-18,Chennai,1051.25,18,8,2025,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014701,CUST000643,2025-08-18,Pune,865.96,18,8,2025,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014702,CUST002224,2025-08-18,Thiruvananthapuram,2969.34,18,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD0014703,CUST002332,2025-08-18,Ludhiana,642.66,18,8,2025,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD0014704,CUST003612,2025-08-18,Nagpur,1172.41,18,8,2025,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014705,CUST003442,2025-08-18,Chennai,150.0,18,8,2025,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014706,CUST001539,2025-08-18,Surat,339.03,18,8,2025,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014707,CUST001905,2025-08-18,Amritsar,1437.67,18,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD0014708,CUST000872,2025-08-19,Chennai,331.32,19,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014709,CUST001401,2025-08-19,Ahmedabad,932.35,19,8,2025,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014710,CUST004695,2025-08-19,Bengaluru,627.51,19,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014711,CUST004015,2025-08-19,Bengaluru,645.17,19,8,2025,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014712,CUST001728,2025-08-19,Ludhiana,438.76,19,8,2025,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD0014713,CUST003075,2025-08-19,Kolkata,207.54,19,8,2025,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0014714,CUST002513,2025-08-19,Amritsar,847.27,19,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD0014715,CUST003631,2025-08-19,Surat,949.76,19,8,2025,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014716,CUST000787,2025-08-19,Delhi,1444.69,19,8,2025,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014717,CUST000234,2025-08-19,Bengaluru,802.14,19,8,2025,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0014718,CUST000920,2025-08-19,Udaipur,1208.7,19,8,2025,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0014719,CUST003854,2025-08-19,Mumbai,716.97,19,8,2025,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014720,CUST000247,2025-08-19,Ahmedabad,790.94,19,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014721,CUST003524,2025-08-19,Ahmedabad,868.72,19,8,2025,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014722,CUST000633,2025-08-19,Vadodara,1600.02,19,8,2025,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0014723,CUST002268,2025-08-19,Howrah,3517.16,19,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0014724,CUST000073,2025-08-19,Chennai,4271.13,19,8,2025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014725,CUST000832,2025-08-19,Amritsar,796.66,19,8,2025,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD0014726,CUST004663,2025-08-19,Chennai,1459.71,19,8,2025,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014727,CUST002136,2025-08-19,Varanasi,1008.22,19,8,2025,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD0014728,CUST004141,2025-08-19,Kolkata,1347.84,19,8,2025,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0014729,CUST003204,2025-08-19,Delhi,483.84,19,8,2025,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014730,CUST001368,2025-08-19,New Delhi,941.68,19,8,2025,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014731,CUST002617,2025-08-19,Patna,615.76,19,8,2025,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD0014732,CUST003456,2025-08-19,Chennai,379.6,19,8,2025,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014733,CUST000755,2025-08-19,Pune,412.43,19,8,2025,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014734,CUST002392,2025-08-19,Pune,1126.49,19,8,2025,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0014735,CUST000244,2025-08-19,Chennai,1144.56,19,8,2025,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0014736,CUST002412,2025-08-19,Hyderabad,999.36,19,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0014737,CUST000345,2025-08-19,Thiruvananthapuram,368.4,19,8,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD0014738,CUST001716,2025-08-19,Lucknow,609.06,19,8,2025,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
